year,month,state,rto,vehicle_category,fuel,value,unit,note
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,9,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),83,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,433,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,219,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,69,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,8,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,4,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,2,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),2,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),1644,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,THREE WHEELER(T),PURE EV,1184,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),450,value in Absolute Number,
2025,June,Madhya Pradesh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,7463,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,2,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,HEAVY GOODS VEHICLE,PURE EV,5,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,HEAVY PASSENGER VEHICLE,ELECTRIC(BOV),80,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,HEAVY PASSENGER VEHICLE,PURE EV,108,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),68,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,29,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,103,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),319,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1273,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT MOTOR VEHICLE,PLUG-IN HYBRID EV,2,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,1934,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,1104,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,3,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),13,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,6,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,47,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,50,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),573,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,THREE WHEELER(T),PURE EV,695,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,TWO WHEELER (INVALID CARRIAGE),PURE EV,1,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1312,value in Absolute Number,
2025,June,Maharashtra,All Vahan Running Office,TWO WHEELER(NT),PURE EV,15055,value in Absolute Number,
2025,June,Manipur,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2025,June,Manipur,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2025,June,Manipur,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,68,value in Absolute Number,
2025,June,Manipur,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,5,value in Absolute Number,
2025,June,Manipur,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),17,value in Absolute Number,
2025,June,Manipur,All Vahan Running Office,THREE WHEELER(T),PURE EV,57,value in Absolute Number,
2025,June,Manipur,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),20,value in Absolute Number,
2025,June,Manipur,All Vahan Running Office,TWO WHEELER(NT),PURE EV,28,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,2,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),4,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,54,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,9,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,6,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,4,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),57,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,THREE WHEELER(T),PURE EV,1,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),5,value in Absolute Number,
2025,June,Meghalaya,All Vahan Running Office,TWO WHEELER(NT),PURE EV,15,value in Absolute Number,
2025,June,Mizoram,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,20,value in Absolute Number,
2025,June,Mizoram,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,2,value in Absolute Number,
2025,June,Mizoram,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),37,value in Absolute Number,
2025,June,Mizoram,All Vahan Running Office,TWO WHEELER(NT),PURE EV,13,value in Absolute Number,
2025,June,Nagaland,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2025,June,Nagaland,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,50,value in Absolute Number,
2025,June,Nagaland,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,6,value in Absolute Number,
2025,June,Nagaland,All Vahan Running Office,TWO WHEELER(NT),PURE EV,3,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,HEAVY GOODS VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,HEAVY PASSENGER VEHICLE,PURE EV,40,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),15,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,9,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,13,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),79,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,567,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,276,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,123,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,13,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,3,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),346,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,THREE WHEELER(T),PURE EV,149,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),306,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,TWO WHEELER(NT),PURE EV,5339,value in Absolute Number,
2025,June,Odisha,All Vahan Running Office,TWO WHEELER(T),PURE EV,2,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,8,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,68,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,8,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,40,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,4,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,1,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),11,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,THREE WHEELER(T),PURE EV,59,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),37,value in Absolute Number,
2025,June,Puducherry,All Vahan Running Office,TWO WHEELER(NT),PURE EV,272,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,2,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,18,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),60,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,731,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,296,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,397,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,12,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,4,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),982,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,THREE WHEELER(T),PURE EV,271,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),59,value in Absolute Number,
2025,June,Punjab,All Vahan Running Office,TWO WHEELER(NT),PURE EV,2300,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PURE EV,1,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),9,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,24,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,10,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),193,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,501,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,587,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,254,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,7,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,3,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),1312,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,THREE WHEELER(T),PURE EV,489,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),740,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,TWO WHEELER(NT),PURE EV,5783,value in Absolute Number,
2025,June,Rajasthan,All Vahan Running Office,TWO WHEELER(T),PURE EV,1,value in Absolute Number,
2025,June,Sikkim,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,2,value in Absolute Number,
2025,June,Sikkim,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,3,value in Absolute Number,
2025,June,Sikkim,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2025,June,Sikkim,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,4,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,HEAVY PASSENGER VEHICLE,PURE EV,120,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),55,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,31,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,44,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),256,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1350,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,978,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,649,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,77,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,30,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,3,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),29,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,THREE WHEELER(NT),PURE EV,8,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),435,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,THREE WHEELER(T),PURE EV,455,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1538,value in Absolute Number,
2025,June,Tamil Nadu,All Vahan Running Office,TWO WHEELER(NT),PURE EV,9678,value in Absolute Number,
2025,June,Tripura,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2025,June,Tripura,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,12,value in Absolute Number,
2025,June,Tripura,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,1,value in Absolute Number,
2025,June,Tripura,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,2,value in Absolute Number,
2025,June,Tripura,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),329,value in Absolute Number,
2025,June,Tripura,All Vahan Running Office,THREE WHEELER(T),PURE EV,442,value in Absolute Number,
2025,June,Tripura,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),3,value in Absolute Number,
2025,June,Tripura,All Vahan Running Office,TWO WHEELER(NT),PURE EV,69,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,1,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,HEAVY PASSENGER VEHICLE,PURE EV,6,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),18,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,30,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,23,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),209,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1087,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,694,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,1265,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,10,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,11,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,1,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,OTHER THAN MENTIONED ABOVE,ELECTRIC(BOV),8,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),13509,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,THREE WHEELER(T),PURE EV,8140,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1109,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,9177,value in Absolute Number,
2025,June,Uttar Pradesh,All Vahan Running Office,TWO WHEELER(T),PURE EV,16,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,3,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,6,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),17,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,248,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,62,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,36,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,55,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,15,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,5,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),385,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,THREE WHEELER(T),PURE EV,328,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),74,value in Absolute Number,
2025,June,Uttarakhand,All Vahan Running Office,TWO WHEELER(NT),PURE EV,789,value in Absolute Number,
2025,June,West Bengal,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),15,value in Absolute Number,
